asin,brand,avg_rating,activeness
B0145WHUP6,6,4.7,3595.1901
B0145WHVKK,6,4.68,1881.5038
B0145WHFB0,6,4.56,163.8615
B0145WHI26,6,5.0,145.5924
B0145WH6MS,6,4.79,437.6541
B0145WHKPG,6,5.0,310.4108
B0145WHSDA,6,4.73,6149.4559
B0145WHG5K,6,4.73,400.2133
B0145WHLP0,6,4.76,309.1432
B0145WHJO8,6,5.0,235.0696
B0145WHTES,6,4.82,2461.631
B014LMWGCM,265,4.52,561.2962
B014LMZYBC,265,4.96,458.1979
B014S1KPKG,1,4.73,11068.3788
B014S2HRVK,1,4.78,583.6847
B014S24DAI,1,4.75,41344.8068
B0156VG62I,301,4.62,373.7398
B01571YV42,276,4.67,1020.1476
B01578LQ84,302,4.9,741.4545
B015NKL80M,6,5.0,35.9041
B015NKKR90,6,5.0,17.6982
B015NKJ6D8,303,4.57,783.2646
B015NKLAYQ,6,1.0,17.2528
B015NKKJXY,6,5.0,35.0933
B015NKJCJ6,304,3.8,179.0076
B015NLC8KU,6,5.0,17.498
B015OTK510,296,4.81,467.5224
B015OTJZCU,149,4.67,1474.6299
B015QELP0S,26,4.02,904.3049
B015RUHT5G,210,2.86,402.7283
B015RUEWZ6,210,3.17,548.7578
B015WY0DOQ,305,4.76,4908.631
B015WY1JDK,8,4.73,2113.8903
B015WY178W,110,4.95,364.0258
B016BCKQXG,306,5.0,36.0733
B016CDV4E4,307,4.33,264.3777
B016CDNMMG,8,4.69,972.3499
B016CDVCR8,308,5.0,36.8398
B016CICYXO,1,4.76,4143.9658
B016CM11FW,6,4.6,87.8334
B016CM0T1Y,6,5.0,53.4271
B016CM225K,6,5.0,36.2136
B016CM193Q,6,5.0,18.2274
B016CLZMA8,6,4.8,91.5331
B016CM1CBA,6,5.0,18.0918
B016CM0JSM,6,3.67,54.3036
B016CM2DY0,6,5.0,18.1375
B016CM1PPI,6,5.0,17.9841
B016CLZIWK,6,5.0,18.3487
B016CLZSUC,6,5.0,18.1955
B016CLZPOQ,6,4.8,180.9236
B016CM2GVK,6,5.0,35.9076
B016J1LGPG,1,4.8,2820.0033
B016J1LDNQ,1,4.8,867.4718
B016PAS2OO,6,5.0,18.3914
B016PARLMS,51,4.1,180.4396
B016PASBWC,51,4.76,658.8242
B016PASNX4,6,4.71,249.3092
B016PARP24,51,4.42,668.1501
B016PASXA2,6,4.45,1145.1519
B016PASHH6,6,3.49,2364.5979
B016PATDCE,6,4.38,283.5399
B016PASEN8,309,4.28,1380.0907
B0170NTG5O,310,5.0,18.076
B0172YGY56,311,4.6,178.2135
B0172YK2AY,6,1.0,35.9042
B0172YHMMK,312,4.0,397.695
B0172YIBP2,313,4.75,288.6438
B0172YKZXI,6,3.83,315.3596
B0172YMCIY,6,4.4,179.7987
B0172YGNGQ,314,4.39,489.0439
B0172YLIIO,6,2.88,143.6721
B0172YMPU4,6,3.6,87.0763
B0172YKFLK,6,3.32,1135.4141
B017LRA8TC,315,5.0,53.824
B017TGZ5ES,274,4.85,347.6998
B017TH161S,6,4.31,232.1599
B017TH2CM0,6,5.0,35.4038
B017TH1N6G,6,5.0,17.6282
B017TH4IKO,6,5.0,106.0737
B017TH3S4Q,6,3.67,105.9324
B017TH0IEY,6,5.0,89.5144
B017TH57CC,6,5.0,71.1686
B017TH5IEE,6,3.67,54.5845
B017TH3YT0,6,2.0,88.3425
B017TH0PG0,6,5.0,18.1444
B017TH2LAI,6,5.0,161.2871
B017THJLZG,6,4.91,194.8113
B0187SU074,6,4.79,254.6983
B0187SVGXQ,6,4.75,72.8462
B0187SVNC0,6,5.0,36.1307
B0187SUFIS,6,4.93,272.4033
B0187SV7Y4,6,5.0,218.2814
B0187SVKF0,6,5.0,108.7984
B0187SUXIU,6,4.43,126.8927
B0187SVB5Y,6,4.83,108.9896
B0187SUJ7A,6,5.0,91.6244
B0187SVX48,6,4.73,1157.7144
B0187SW06S,6,4.88,724.4538
B0187SWDSI,6,5.0,18.3468
B0187SVQNG,6,4.82,199.5437
B0187SVTQU,6,4.75,1016.8221
B0187SUU88,6,5.0,199.4043
B0187SUMAE,6,4.67,54.2327
B0187SWSAQ,6,5.0,55.0283
B0187SUQKK,6,4.75,290.0741
B0187SW6V2,6,5.0,71.4463
B0188LNKEA,6,4.75,72.3407
B0188LOK7G,6,4.83,1344.3132
B0188LOZY4,6,4.61,322.5444
B0188LLWUO,316,4.72,314.0325
B0188LO3UK,6,4.75,3720.1051
B0189TCA7E,6,4.56,2887.8395
B018F76HBA,317,3.67,53.399
B018ITNYFM,199,4.0,16.9001
B018T7GCBQ,6,4.81,493.2368
B018T7WSFA,6,4.69,2153.7547
B018T7G9XM,6,4.84,1443.5461
B018T7WFNA,6,4.77,236.8228
B018T7G4E6,6,4.82,199.6173
B018T7WZFS,6,4.9,365.7014
B018U5LR6C,199,5.0,17.1868
B018U5OE5S,199,3.0,34.8145
B018UPUJJI,6,4.79,2411.5732
B018UPUQ5A,6,4.74,4630.7158
B019FMFYJU,318,5.0,34.745
B019GIOH7S,6,4.84,913.0864
B019GJKL5O,6,4.83,110.0638
B019GYWFBW,199,5.0,52.3101
B019TM49BK,6,5.0,91.3018
B019TM4UFU,6,5.0,17.6358
B01A5V5XKA,6,5.0,195.4157
B01ANL02UI,199,5.0,17.9502
B01B25L7US,1,4.74,5045.3175
B01B25LU7S,1,4.75,4317.3708
B01B25LZCI,1,4.42,578.176
B01B25M52W,1,4.7,3269.5954
B01B25LFGY,1,4.76,10382.5958
B01BLV4R8M,6,4.53,2690.1365
B01BN1RLFG,6,4.89,157.453
B01BN3LM4A,6,4.5,736.3343
B01BN45ICQ,6,4.67,583.5069
B01CT5PHJ2,6,4.52,3466.6024
B01CZ07NQG,6,5.0,145.837
B01CZ54L66,319,4.67,6468.5515
B01DCN57F4,1,5.0,70.5581
B01DCN9GVU,1,4.92,907.9783
B01DGLKSYM,199,5.0,68.6467
B01DWOZKSC,320,4.86,2206.9926
B01DYITM5I,321,4.0,16.3503
B01E4QPDV6,1,4.71,21325.6804
B01E4QRAX0,1,4.69,7870.8758
B01E4QQ6QM,1,4.73,10195.3815
B01E4QS95I,1,4.84,11764.2551
B01E4QUN0W,1,4.84,27240.6499
B01EB6EODM,7,3.47,534.4963
B01EGBCJVQ,322,4.41,386.2529
B01EO0N7DS,6,5.0,144.6849
B01EO0M2ZW,6,4.78,978.2465
B01EO0MF1S,6,4.89,343.6994
B01ESBMY3W,323,3.36,1720.0869
B01F43RXOI,6,4.75,217.3767
B01F43RW5S,6,4.9,381.2057
B01FERQPAM,1,4.74,10005.0222
B01FERR9FW,1,4.86,7074.068
B01FERQT4E,1,4.91,787.2033
B01FERR1VE,1,4.76,4074.9779
B01FYDFH5U,6,4.77,488.5247
B01FYG8R68,6,5.0,69.4698
B01FYJMJHI,6,3.45,7577.1472
B01G2P3FT4,6,4.88,598.2616
B01G2P3PNK,6,4.75,72.6587
B01G44QKQI,6,4.79,3442.7352
B01G44QN9W,6,4.84,1317.2487
B01GF6W1E0,324,4.8,86.277
B01GF6WISE,324,3.6,86.1612
B01GF6WRRG,324,3.5,179.1672
B01GF6WNO8,324,2.67,52.5591
B01GF6X842,324,3.09,194.2988
B01GF6WEPG,324,3.0,18.0918
B01GF6WULE,324,3.75,70.9167
B01GF6X9UU,324,4.43,120.776
B01GF6X20W,324,4.4,262.2981
B01GF6WAC8,324,5.0,34.7707
B01GF6WXAW,324,5.0,35.0144
B01GF7GNCA,248,4.55,196.8124
B01GF7H0X6,248,4.4,88.9873
B01GF6X4LE,324,5.0,69.2131
B01GKWETLC,325,5.0,245.9609
B01GKWEH64,326,4.2,821.6253
B01GKWEJTO,327,4.75,697.1126
B01GKWEPBG,328,4.24,3119.3411
B01GKZ3SQG,329,4.1,874.4746
B01GKZ3LH2,330,4.0,141.8249
B01GKZ37SA,331,4.47,261.2483
B01GKZ326M,332,4.0,33.478
B01GMFJ8JU,6,5.0,17.1658
B01GOQIKRI,199,5.0,69.0352
B01GOQHGL4,199,4.5,35.3854
B01GP1W4LA,59,3.4,798.1949
B01H5PPJT4,6,4.55,5157.4538
